date,hour,rentals,temp,humidity,rainfall,is_weekend,rainfall_log
2018-05-01,0,782,18.3,78,0.0,0,0.0
2018-05-01,1,705,18.3,83,0.0,0,0.0
2018-05-01,2,534,18.2,85,0.0,0,0.0
2018-05-01,3,343,18.1,85,0.0,0,0.0
2018-05-01,4,187,18.0,85,0.0,0,0.0
2018-05-01,5,166,18.0,85,0.0,0,0.0
2018-05-01,6,306,17.8,85,0.0,0,0.0
2018-05-01,7,614,18.0,82,0.0,0,0.0
2018-05-01,8,1067,18.8,76,0.0,0,0.0
2018-05-01,9,1024,20.7,67,0.0,0,0.0
2018-05-01,10,1002,22.2,61,0.0,0,0.0
2018-05-01,11,1117,22.7,63,0.0,0,0.0
2018-05-01,12,1315,22.1,67,0.0,0,0.0
2018-05-01,13,1493,23.0,63,0.0,0,0.0
2018-05-01,14,1536,23.0,64,0.0,0,0.0
2018-05-01,15,1639,23.1,61,0.0,0,0.0
2018-05-01,16,1759,22.6,63,0.0,0,0.0
2018-05-01,17,1898,22.0,65,0.0,0,0.0
2018-05-01,18,2082,21.6,67,0.0,0,0.0
2018-05-01,19,1696,21.2,68,0.0,0,0.0
2018-05-01,20,1656,20.6,72,0.0,0,0.0
2018-05-01,21,1644,20.2,74,0.0,0,0.0
2018-05-01,22,1400,19.9,75,0.0,0,0.0
2018-05-01,23,855,19.8,73,0.0,0,0.0
2018-05-02,0,612,19.7,76,0.0,0,0.0
2018-05-02,1,413,19.6,75,0.0,0,0.0
2018-05-02,2,245,19.0,80,0.0,0,0.0
2018-05-02,3,170,18.5,82,0.0,0,0.0
2018-05-02,4,93,18.4,81,0.0,0,0.0
2018-05-02,5,76,18.4,87,0.4,0,0.336
2018-05-02,6,67,17.9,93,0.1,0,0.095
2018-05-02,7,102,17.6,94,1.0,0,0.693
2018-05-02,8,555,17.5,94,0.0,0,0.0
2018-05-02,9,609,17.4,94,0.0,0,0.0
2018-05-02,10,486,17.7,88,0.0,0,0.0
2018-05-02,11,206,18.0,85,0.0,0,0.0
2018-05-02,12,63,17.3,95,3.5,0,1.504
2018-05-02,13,327,17.2,96,4.0,0,1.609
2018-05-02,14,376,17.5,94,0.0,0,0.0
2018-05-02,15,143,17.0,90,0.0,0,0.0
2018-05-02,16,400,15.4,95,0.5,0,0.405
2018-05-02,17,813,13.9,94,0.0,0,0.0
2018-05-02,18,518,13.6,89,0.0,0,0.0
2018-05-02,19,131,12.6,93,0.0,0,0.0
2018-05-02,20,123,11.1,91,0.5,0,0.405
2018-05-02,21,327,10.5,94,1.0,0,0.693
2018-05-02,22,299,10.4,85,0.0,0,0.0
2018-05-02,23,294,9.5,90,1.0,0,0.693
2018-05-03,0,361,8.7,86,0.0,0,0.0
2018-05-03,1,323,7.9,86,0.0,0,0.0
2018-05-03,2,251,7.3,86,0.0,0,0.0
2018-05-03,3,156,7.0,86,0.0,0,0.0
2018-05-03,4,109,7.0,87,0.0,0,0.0
2018-05-03,5,163,7.0,85,0.0,0,0.0
2018-05-03,6,469,7.9,86,0.0,0,0.0
2018-05-03,7,1160,8.4,83,0.0,0,0.0
2018-05-03,8,1946,10.5,67,0.0,0,0.0
2018-05-03,9,1061,12.8,52,0.0,0,0.0
2018-05-03,10,762,13.8,47,0.0,0,0.0
2018-05-03,11,794,14.7,45,0.0,0,0.0
2018-05-03,12,871,14.1,59,0.0,0,0.0
2018-05-03,13,516,13.4,56,0.1,0,0.095
2018-05-03,14,367,12.7,75,0.4,0,0.336
2018-05-03,15,590,12.2,56,0.5,0,0.405
2018-05-03,16,911,12.8,53,0.0,0,0.0
2018-05-03,17,1421,13.2,49,0.0,0,0.0
2018-05-03,18,2310,13.4,49,0.0,0,0.0
2018-05-03,19,1663,13.3,49,0.0,0,0.0
2018-05-03,20,1401,12.6,47,0.0,0,0.0
2018-05-03,21,1388,11.9,48,0.0,0,0.0
2018-05-03,22,1202,11.2,60,0.0,0,0.0
2018-05-03,23,832,10.6,62,0.0,0,0.0
2018-05-04,0,624,10.0,63,0.0,0,0.0
2018-05-04,1,480,9.7,63,0.0,0,0.0
2018-05-04,2,352,9.6,65,0.0,0,0.0
2018-05-04,3,224,9.6,66,0.0,0,0.0
2018-05-04,4,138,9.5,66,0.0,0,0.0
2018-05-04,5,186,9.2,63,0.0,0,0.0
2018-05-04,6,521,9.0,57,0.0,0,0.0
2018-05-04,7,1260,9.5,55,0.0,0,0.0
2018-05-04,8,2041,11.3,46,0.0,0,0.0
2018-05-04,9,1155,14.1,42,0.0,0,0.0
2018-05-04,10,864,16.1,37,0.0,0,0.0
2018-05-04,11,1021,17.2,35,0.0,0,0.0
2018-05-04,12,1206,17.9,32,0.0,0,0.0
2018-05-04,13,1222,18.9,30,0.0,0,0.0
2018-05-04,14,1266,18.8,31,0.0,0,0.0
2018-05-04,15,1323,19.9,26,0.0,0,0.0
2018-05-04,16,1501,18.6,30,0.0,0,0.0
2018-05-04,17,1857,18.1,30,0.0,0,0.0
2018-05-04,18,2661,17.1,35,0.0,0,0.0
2018-05-04,19,1890,15.5,46,0.0,0,0.0
2018-05-04,20,1389,14.1,46,0.0,0,0.0
2018-05-04,21,1298,13.3,47,0.0,0,0.0
2018-05-04,22,1256,12.7,55,0.0,0,0.0
2018-05-04,23,935,12.4,58,0.0,0,0.0
2018-05-05,0,796,12.2,59,0.0,1,0.0
2018-05-05,1,716,12.1,54,0.0,1,0.0
2018-05-05,2,508,12.1,53,0.0,1,0.0
2018-05-05,3,392,11.6,53,0.0,1,0.0
2018-05-05,4,252,12.1,51,0.0,1,0.0
2018-05-05,5,190,12.2,52,0.0,1,0.0
2018-05-05,6,247,12.3,55,0.0,1,0.0
2018-05-05,7,352,12.9,55,0.0,1,0.0
2018-05-05,8,579,14.4,51,0.0,1,0.0
2018-05-05,9,759,16.1,50,0.0,1,0.0
2018-05-05,10,877,18.1,46,0.0,1,0.0
2018-05-05,11,1024,20.2,41,0.0,1,0.0
2018-05-05,12,1258,21.9,35,0.0,1,0.0
2018-05-05,13,1408,22.7,35,0.0,1,0.0
2018-05-05,14,1669,23.6,34,0.0,1,0.0
2018-05-05,15,1837,23.8,29,0.0,1,0.0
2018-05-05,16,1223,23.2,30,0.0,1,0.0
2018-05-05,17,2014,23.6,29,0.0,1,0.0
2018-05-05,18,1929,22.5,31,0.0,1,0.0
2018-05-05,19,1753,20.7,47,0.0,1,0.0
2018-05-05,20,1562,19.7,53,0.0,1,0.0
2018-05-05,21,1551,19.3,57,0.0,1,0.0
2018-05-05,22,1360,19.1,61,0.0,1,0.0
2018-05-05,23,1097,19.1,62,0.0,1,0.0
2018-05-06,0,733,18.7,64,0.0,1,0.0
2018-05-06,1,181,18.2,71,0.0,1,0.0
2018-05-06,2,74,17.3,82,0.5,1,0.405
2018-05-06,3,43,16.2,94,1.5,1,0.916
2018-05-06,4,16,15.8,93,1.5,1,0.916
2018-05-06,5,11,15.4,96,2.0,1,1.099
2018-05-06,6,7,15.1,97,3.0,1,1.386
2018-05-06,7,16,15.1,97,2.5,1,1.253
2018-05-06,8,16,15.2,97,2.0,1,1.099
2018-05-06,9,12,15.4,97,1.0,1,0.693
2018-05-06,10,13,15.4,97,1.5,1,0.916
2018-05-06,11,10,15.5,97,3.5,1,1.504
2018-05-06,12,71,15.7,96,3.0,1,1.386
2018-05-06,13,211,16.4,94,0.0,1,0.0
2018-05-06,14,384,17.2,85,0.0,1,0.0
2018-05-06,15,770,17.8,77,0.0,1,0.0
2018-05-06,16,1482,19.5,66,0.0,1,0.0
2018-05-06,17,1737,20.2,62,0.0,1,0.0
2018-05-06,18,1848,20.2,66,0.0,1,0.0
2018-05-06,19,1639,19.0,70,0.0,1,0.0
2018-05-06,20,1526,17.6,77,0.0,1,0.0
2018-05-06,21,1450,16.8,79,0.0,1,0.0
2018-05-06,22,1290,16.4,80,0.0,1,0.0
2018-05-06,23,1016,15.9,83,0.0,1,0.0
2018-05-07,0,778,15.5,85,0.0,0,0.0
2018-05-07,1,609,15.1,84,0.0,0,0.0
2018-05-07,2,404,14.8,85,0.0,0,0.0
2018-05-07,3,249,14.7,82,0.0,0,0.0
2018-05-07,4,185,14.4,85,0.0,0,0.0
2018-05-07,5,170,14.2,85,0.0,0,0.0
2018-05-07,6,221,14.0,87,0.0,0,0.0
2018-05-07,7,389,14.2,81,0.0,0,0.0
2018-05-07,8,600,14.8,80,0.0,0,0.0
2018-05-07,9,737,15.9,72,0.0,0,0.0
2018-05-07,10,895,17.5,63,0.0,0,0.0
2018-05-07,11,1167,20.2,45,0.0,0,0.0
2018-05-07,12,1414,22.9,35,0.0,0,0.0
2018-05-07,13,1665,23.7,44,0.0,0,0.0
2018-05-07,14,1970,24.1,42,0.0,0,0.0
2018-05-07,15,2191,24.6,38,0.0,0,0.0
2018-05-07,16,2213,24.5,38,0.0,0,0.0
2018-05-07,17,2392,25.5,31,0.0,0,0.0
2018-05-07,18,2268,25.1,32,0.0,0,0.0
2018-05-07,19,1664,23.5,48,0.0,0,0.0
2018-05-07,20,1912,20.9,61,0.0,0,0.0
2018-05-07,21,1717,19.6,64,0.0,0,0.0
2018-05-07,22,1336,18.6,69,0.0,0,0.0
2018-05-07,23,994,17.5,69,0.0,0,0.0
2018-05-08,0,712,16.4,72,0.0,0,0.0
2018-05-08,1,430,16.0,64,0.0,0,0.0
2018-05-08,2,287,15.5,65,0.0,0,0.0
2018-05-08,3,194,15.6,63,0.0,0,0.0
2018-05-08,4,155,15.4,63,0.0,0,0.0
2018-05-08,5,200,15.0,64,0.0,0,0.0
2018-05-08,6,555,14.8,64,0.0,0,0.0
2018-05-08,7,1280,15.3,60,0.0,0,0.0
2018-05-08,8,1976,16.9,54,0.0,0,0.0
2018-05-08,9,1128,18.5,51,0.0,0,0.0
2018-05-08,10,792,20.0,48,0.0,0,0.0
2018-05-08,11,956,21.0,45,0.0,0,0.0
2018-05-08,12,1135,21.5,44,0.0,0,0.0
2018-05-08,13,1117,21.7,44,0.0,0,0.0
2018-05-08,14,1096,22.2,42,0.0,0,0.0
2018-05-08,15,1267,22.4,39,0.0,0,0.0
2018-05-08,16,1457,22.0,41,0.0,0,0.0
2018-05-08,17,2020,21.7,38,0.0,0,0.0
2018-05-08,18,2142,20.7,40,0.0,0,0.0
2018-05-08,19,2241,17.9,42,0.0,0,0.0
2018-05-08,20,1726,15.8,47,0.0,0,0.0
2018-05-08,21,1513,14.5,49,0.0,0,0.0
2018-05-08,22,1283,13.2,54,0.0,0,0.0
2018-05-08,23,767,12.2,57,0.0,0,0.0
2018-05-09,0,552,11.6,57,0.0,0,0.0
2018-05-09,1,34,11.3,58,0.0,0,0.0
2018-05-09,2,245,10.9,59,0.0,0,0.0
2018-05-09,3,187,10.5,59,0.0,0,0.0
2018-05-09,4,114,10.0,64,0.0,0,0.0
2018-05-09,5,203,9.5,65,0.0,0,0.0
2018-05-09,6,556,9.2,64,0.0,0,0.0
2018-05-09,7,1333,10.0,59,0.0,0,0.0
2018-05-09,8,2068,12.3,53,0.0,0,0.0
2018-05-09,9,928,14.4,46,0.0,0,0.0
2018-05-09,10,954,16.1,43,0.0,0,0.0
2018-05-09,11,1015,17.6,40,0.0,0,0.0
2018-05-09,12,1242,18.7,39,0.0,0,0.0
2018-05-09,13,1188,20.1,36,0.0,0,0.0
2018-05-09,14,1186,20.7,36,0.0,0,0.0
2018-05-09,15,1324,21.2,35,0.0,0,0.0
2018-05-09,16,1603,21.4,35,0.0,0,0.0
2018-05-09,17,2034,21.3,34,0.0,0,0.0
2018-05-09,18,3130,20.6,41,0.0,0,0.0
2018-05-09,19,2405,18.8,47,0.0,0,0.0
2018-05-09,20,1979,17.3,53,0.0,0,0.0
2018-05-09,21,1940,16.4,56,0.0,0,0.0
2018-05-09,22,1602,15.9,60,0.0,0,0.0
2018-05-09,23,1073,15.2,62,0.0,0,0.0
2018-05-10,0,0,14.5,63,0.0,0,0.0
2018-05-10,1,0,13.9,66,0.0,0,0.0
2018-05-10,2,0,13.1,73,0.0,0,0.0
2018-05-10,3,0,12.9,74,0.0,0,0.0
2018-05-10,4,0,12.0,79,0.0,0,0.0
2018-05-10,5,0,11.5,80,0.0,0,0.0
2018-05-10,6,0,11.4,80,0.0,0,0.0
2018-05-10,7,0,12.1,71,0.0,0,0.0
2018-05-10,8,0,13.5,63,0.0,0,0.0
2018-05-10,9,0,15.5,55,0.0,0,0.0
2018-05-10,10,0,17.3,52,0.0,0,0.0
2018-05-10,11,0,18.3,51,0.0,0,0.0
2018-05-10,12,0,19.8,49,0.0,0,0.0
2018-05-10,13,0,20.7,46,0.0,0,0.0
2018-05-10,14,0,21.2,47,0.0,0,0.0
2018-05-10,15,0,20.4,51,0.0,0,0.0
2018-05-10,16,0,19.6,54,0.0,0,0.0
2018-05-10,17,0,19.2,54,0.0,0,0.0
2018-05-10,18,0,18.0,61,0.0,0,0.0
2018-05-10,19,0,15.5,74,0.0,0,0.0
2018-05-10,20,0,13.6,82,0.0,0,0.0
2018-05-10,21,0,12.6,85,0.0,0,0.0
2018-05-10,22,0,12.3,85,0.0,0,0.0
2018-05-10,23,0,12.4,85,0.0,0,0.0
2018-05-11,0,724,12.5,84,0.0,0,0.0
2018-05-11,1,565,12.4,84,0.0,0,0.0
2018-05-11,2,378,12.1,85,0.0,0,0.0
2018-05-11,3,252,12.0,86,0.0,0,0.0
2018-05-11,4,154,11.9,85,0.0,0,0.0
2018-05-11,5,223,11.9,84,0.0,0,0.0
2018-05-11,6,486,12.0,83,0.0,0,0.0
2018-05-11,7,1156,12.4,82,0.0,0,0.0
2018-05-11,8,1881,13.1,78,0.0,0,0.0
2018-05-11,9,850,14.3,72,0.0,0,0.0
2018-05-11,10,816,16.4,64,0.0,0,0.0
2018-05-11,11,972,18.3,56,0.0,0,0.0
2018-05-11,12,1161,20.0,47,0.0,0,0.0
2018-05-11,13,1177,20.8,45,0.0,0,0.0
2018-05-11,14,1174,21.0,47,0.0,0,0.0
2018-05-11,15,1295,19.9,47,0.0,0,0.0
2018-05-11,16,1496,19.1,54,0.0,0,0.0
2018-05-11,17,1863,18.9,45,0.0,0,0.0
2018-05-11,18,2701,17.9,37,0.0,0,0.0
2018-05-11,19,1999,17.1,51,0.0,0,0.0
2018-05-11,20,941,16.7,52,0.0,0,0.0
2018-05-11,21,1644,16.4,52,0.0,0,0.0
2018-05-11,22,1556,16.2,54,0.0,0,0.0
2018-05-11,23,1185,16.2,50,0.0,0,0.0
2018-05-12,0,862,16.1,54,0.0,1,0.0
2018-05-12,1,669,15.9,51,0.0,1,0.0
2018-05-12,2,416,15.5,62,0.0,1,0.0
2018-05-12,3,358,15.2,63,0.0,1,0.0
2018-05-12,4,207,15.0,61,0.0,1,0.0
2018-05-12,5,70,15.0,61,0.0,1,0.0
2018-05-12,6,37,14.4,71,0.4,1,0.336
2018-05-12,7,43,13.3,81,0.1,1,0.095
2018-05-12,8,20,12.0,87,1.0,1,0.693
2018-05-12,9,16,11.8,95,3.0,1,1.386
2018-05-12,10,6,11.8,96,2.5,1,1.253
2018-05-12,11,18,12.0,96,3.5,1,1.504
2018-05-12,12,11,12.3,97,2.0,1,1.099
2018-05-12,13,19,12.6,97,3.0,1,1.386
2018-05-12,14,22,13.0,97,2.0,1,1.099
2018-05-12,15,17,13.3,97,3.0,1,1.386
2018-05-12,16,34,13.8,97,1.5,1,0.916
2018-05-12,17,24,14.3,98,1.5,1,0.916
2018-05-12,18,22,15.4,97,2.0,1,1.099
2018-05-12,19,29,15.5,97,2.0,1,1.099
2018-05-12,20,29,15.7,97,1.0,1,0.693
2018-05-12,21,25,15.8,97,0.5,1,0.405
2018-05-12,22,30,15.8,98,1.5,1,0.916
2018-05-12,23,50,15.8,98,1.0,1,0.693
2018-05-13,0,145,15.5,97,0.5,1,0.405
2018-05-13,1,178,15.1,97,0.2,1,0.182
2018-05-13,2,189,14.5,97,0.1,1,0.095
2018-05-13,3,141,14.2,98,0.2,1,0.182
2018-05-13,4,83,13.8,98,0.0,1,0.0
2018-05-13,5,72,13.5,98,0.0,1,0.0
2018-05-13,6,139,13.5,98,0.0,1,0.0
2018-05-13,7,220,13.7,98,0.0,1,0.0
2018-05-13,8,397,14.1,98,0.0,1,0.0
2018-05-13,9,579,14.8,95,0.0,1,0.0
2018-05-13,10,716,15.2,88,0.0,1,0.0
2018-05-13,11,993,16.4,78,0.0,1,0.0
2018-05-13,12,1434,18.3,65,0.0,1,0.0
2018-05-13,13,1839,19.1,65,0.0,1,0.0
2018-05-13,14,2055,19.7,64,0.0,1,0.0
2018-05-13,15,2329,19.7,63,0.0,1,0.0
2018-05-13,16,2379,19.5,65,0.0,1,0.0
2018-05-13,17,2410,19.4,63,0.0,1,0.0
2018-05-13,18,2338,19.0,66,0.0,1,0.0
2018-05-13,19,2023,17.6,73,0.0,1,0.0
2018-05-13,20,1714,15.6,81,0.0,1,0.0
2018-05-13,21,1571,14.1,86,0.0,1,0.0
2018-05-13,22,1155,13.5,87,0.0,1,0.0
2018-05-13,23,814,13.0,89,0.0,1,0.0
2018-05-14,0,581,12.7,89,0.0,0,0.0
2018-05-14,1,377,12.4,94,0.0,0,0.0
2018-05-14,2,241,12.1,94,0.0,0,0.0
2018-05-14,3,167,11.9,95,0.0,0,0.0
2018-05-14,4,121,11.9,94,0.0,0,0.0
2018-05-14,5,199,11.9,93,0.0,0,0.0
2018-05-14,6,552,12.1,89,0.0,0,0.0
2018-05-14,7,1251,12.6,85,0.0,0,0.0
2018-05-14,8,1997,13.8,79,0.0,0,0.0
2018-05-14,9,1106,15.1,74,0.0,0,0.0
2018-05-14,10,779,16.6,67,0.0,0,0.0
2018-05-14,11,946,18.5,65,0.0,0,0.0
2018-05-14,12,1095,20.0,62,0.0,0,0.0
2018-05-14,13,1051,21.8,59,0.0,0,0.0
2018-05-14,14,1124,23.1,56,0.0,0,0.0
2018-05-14,15,1171,24.0,59,0.0,0,0.0
2018-05-14,16,1433,24.3,54,0.0,0,0.0
2018-05-14,17,1891,24.4,51,0.0,0,0.0
2018-05-14,18,2906,23.6,48,0.0,0,0.0
2018-05-14,19,2236,22.7,56,0.0,0,0.0
2018-05-14,20,1965,21.4,64,0.0,0,0.0
2018-05-14,21,1885,20.5,67,0.0,0,0.0
2018-05-14,22,1648,19.6,71,0.0,0,0.0
2018-05-14,23,1071,18.8,73,0.0,0,0.0
2018-05-15,0,764,18.1,77,0.0,0,0.0
2018-05-15,1,563,17.5,78,0.0,0,0.0
2018-05-15,2,372,17.1,74,0.0,0,0.0
2018-05-15,3,241,16.6,74,0.0,0,0.0
2018-05-15,4,170,16.1,74,0.0,0,0.0
2018-05-15,5,182,15.7,76,0.0,0,0.0
2018-05-15,6,562,15.4,84,0.0,0,0.0
2018-05-15,7,1239,16.2,79,0.0,0,0.0
2018-05-15,8,2059,18.4,68,0.0,0,0.0
2018-05-15,9,1148,20.8,53,0.0,0,0.0
2018-05-15,10,832,22.7,37,0.0,0,0.0
2018-05-15,11,944,24.8,36,0.0,0,0.0
2018-05-15,12,1058,26.3,36,0.0,0,0.0
2018-05-15,13,1080,27.8,34,0.0,0,0.0
2018-05-15,14,1092,28.5,33,0.0,0,0.0
2018-05-15,15,1210,29.1,38,0.0,0,0.0
2018-05-15,16,1458,28.8,37,0.0,0,0.0
2018-05-15,17,1951,28.5,43,0.0,0,0.0
2018-05-15,18,2915,27.5,47,0.0,0,0.0
2018-05-15,19,2248,26.9,49,0.0,0,0.0
2018-05-15,20,1958,26.3,53,0.0,0,0.0
2018-05-15,21,1944,25.6,56,0.0,0,0.0
2018-05-15,22,1640,25.0,59,0.0,0,0.0
2018-05-15,23,848,24.8,60,0.0,0,0.0
2018-05-16,0,662,24.4,63,0.0,0,0.0
2018-05-16,1,502,24.1,67,0.0,0,0.0
2018-05-16,2,145,23.9,69,0.2,0,0.182
2018-05-16,3,166,22.6,89,0.8,0,0.588
2018-05-16,4,124,22.3,86,0.0,0,0.0
2018-05-16,5,52,22.3,87,0.0,0,0.0
2018-05-16,6,135,22.1,94,2.0,0,1.099
2018-05-16,7,367,22.0,95,0.0,0,0.0
2018-05-16,8,291,22.4,93,0.0,0,0.0
2018-05-16,9,97,22.8,93,4.0,0,1.609
2018-05-16,10,81,22.8,95,1.0,0,0.693
2018-05-16,11,243,22.7,93,0.0,0,0.0
2018-05-16,12,59,22.9,87,0.0,0,0.0
2018-05-16,13,151,21.8,97,35.0,0,3.584
2018-05-16,14,248,22.0,96,0.0,0,0.0
2018-05-16,15,240,22.0,96,0.0,0,0.0
2018-05-16,16,223,21.8,97,0.0,0,0.0
2018-05-16,17,304,21.9,97,0.5,0,0.405
2018-05-16,18,562,21.9,97,0.0,0,0.0
2018-05-16,19,404,21.9,97,0.0,0,0.0
2018-05-16,20,338,21.8,97,0.5,0,0.405
2018-05-16,21,398,21.8,97,0.5,0,0.405
2018-05-16,22,399,21.9,97,0.0,0,0.0
2018-05-16,23,225,22.0,97,0.0,0,0.0
2018-05-17,0,118,22.0,97,0.5,0,0.405
2018-05-17,1,144,22.0,97,0.5,0,0.405
2018-05-17,2,78,21.8,97,1.0,0,0.693
2018-05-17,3,38,21.8,98,2.5,0,1.253
2018-05-17,4,51,19.2,98,19.0,0,2.996
2018-05-17,5,54,18.8,97,0.0,0,0.0
2018-05-17,6,69,18.9,98,0.0,0,0.0
2018-05-17,7,80,19.1,98,0.0,0,0.0
2018-05-17,8,152,19.7,98,13.5,0,2.674
2018-05-17,9,28,19.7,98,10.0,0,2.398
2018-05-17,10,141,20.1,98,2.0,0,1.099
2018-05-17,11,182,20.4,98,2.5,0,1.253
2018-05-17,12,467,21.7,96,1.5,0,0.916
2018-05-17,13,592,23.4,83,0.0,0,0.0
2018-05-17,14,352,23.4,81,0.0,0,0.0
2018-05-17,15,186,22.8,95,0.5,0,0.405
2018-05-17,16,102,22.9,95,0.0,0,0.0
2018-05-17,17,131,22.7,96,2.5,0,1.253
2018-05-17,18,431,22.6,97,1.5,0,0.916
2018-05-17,19,29,22.3,96,0.0,0,0.0
2018-05-17,20,17,21.3,97,12.5,0,2.603
2018-05-17,21,18,20.5,97,4.0,0,1.609
2018-05-17,22,26,20.2,98,6.0,0,1.946
2018-05-17,23,35,20.0,98,2.5,0,1.253
2018-05-18,0,129,19.3,97,1.0,0,0.693
2018-05-18,1,116,19.0,97,1.0,0,0.693
2018-05-18,2,48,18.8,98,0.5,0,0.405
2018-05-18,3,47,18.3,98,2.0,0,1.099
2018-05-18,4,22,18.1,98,1.0,0,0.693
2018-05-18,5,29,17.8,98,0.5,0,0.405
2018-05-18,6,77,17.4,98,0.0,0,0.0
2018-05-18,7,210,16.6,98,0.5,0,0.405
2018-05-18,8,400,16.4,98,0.0,0,0.0
2018-05-18,9,427,16.6,98,0.5,0,0.405
2018-05-18,10,454,16.3,97,0.0,0,0.0
2018-05-18,11,352,16.6,96,0.0,0,0.0
2018-05-18,12,185,16.6,96,0.0,0,0.0
2018-05-18,13,509,16.7,93,0.5,0,0.405
2018-05-18,14,697,16.7,88,0.0,0,0.0
2018-05-18,15,906,16.7,85,0.0,0,0.0
2018-05-18,16,1182,17.0,82,0.0,0,0.0
2018-05-18,17,1551,17.2,81,0.0,0,0.0
2018-05-18,18,2261,17.5,79,0.0,0,0.0
2018-05-18,19,1751,17.0,76,0.0,0,0.0
2018-05-18,20,1386,16.2,76,0.0,0,0.0
2018-05-18,21,1263,15.3,73,0.0,0,0.0
2018-05-18,22,1221,14.2,73,0.0,0,0.0
2018-05-18,23,864,13.2,68,0.0,0,0.0
2018-05-19,0,689,12.2,67,0.0,1,0.0
2018-05-19,1,676,11.4,74,0.0,1,0.0
2018-05-19,2,526,11.1,74,0.0,1,0.0
2018-05-19,3,320,10.7,73,0.0,1,0.0
2018-05-19,4,213,10.5,73,0.0,1,0.0
2018-05-19,5,198,10.4,71,0.0,1,0.0
2018-05-19,6,234,10.5,70,0.0,1,0.0
2018-05-19,8,766,13.7,57,0.0,1,0.0
2018-05-19,9,932,15.7,49,0.0,1,0.0
2018-05-19,10,1051,17.2,45,0.0,1,0.0
2018-05-19,11,1290,19.0,44,0.0,1,0.0
2018-05-19,12,1573,20.5,42,0.0,1,0.0
2018-05-19,13,1865,21.9,39,0.0,1,0.0
2018-05-19,14,2128,22.8,39,0.0,1,0.0
2018-05-19,15,2268,23.9,37,0.0,1,0.0
2018-05-19,16,2479,24.5,34,0.0,1,0.0
2018-05-19,17,2355,24.5,35,0.0,1,0.0
2018-05-19,18,2439,24.0,34,0.0,1,0.0
2018-05-19,19,2140,22.6,34,0.0,1,0.0
2018-05-19,20,1872,20.9,34,0.0,1,0.0
2018-05-19,21,1780,19.5,34,0.0,1,0.0
2018-05-19,22,1595,18.4,34,0.0,1,0.0
2018-05-19,23,1169,17.1,37,0.0,1,0.0
2018-05-20,0,986,15.8,41,0.0,1,0.0
2018-05-20,1,713,14.7,43,0.0,1,0.0
2018-05-20,2,473,13.9,43,0.0,1,0.0
2018-05-20,3,347,13.5,41,0.0,1,0.0
2018-05-20,4,205,12.8,44,0.0,1,0.0
2018-05-20,5,160,12.1,47,0.0,1,0.0
2018-05-20,6,190,11.6,46,0.0,1,0.0
2018-05-20,7,341,12.3,43,0.0,1,0.0
2018-05-20,8,524,14.1,38,0.0,1,0.0
2018-05-20,9,676,16.0,34,0.0,1,0.0
2018-05-20,10,899,17.0,37,0.0,1,0.0
2018-05-20,11,1013,18.7,30,0.0,1,0.0
2018-05-20,12,1313,18.8,31,0.0,1,0.0
2018-05-20,13,1559,19.9,33,0.0,1,0.0
2018-05-20,14,1680,20.3,30,0.0,1,0.0
2018-05-20,15,1999,21.0,28,0.0,1,0.0
2018-05-20,16,2143,22.2,23,0.0,1,0.0
2018-05-20,17,2310,22.4,23,0.0,1,0.0
2018-05-20,18,2403,22.2,22,0.0,1,0.0
2018-05-20,19,2145,20.8,24,0.0,1,0.0
2018-05-20,20,1846,19.0,26,0.0,1,0.0
2018-05-20,21,1636,17.8,26,0.0,1,0.0
2018-05-20,22,1325,16.8,29,0.0,1,0.0
2018-05-20,23,943,15.8,30,0.0,1,0.0
2018-05-21,0,666,15.3,29,0.0,0,0.0
2018-05-21,1,420,14.5,31,0.0,0,0.0
2018-05-21,8,1785,15.3,30,0.0,0,0.0
2018-05-21,9,1118,17.7,27,0.0,0,0.0
